session_id,input_sequence,next_field,input_sequence_ids,next_field_id
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address,date_of_birth,"[10, 30, 13, 8, 11, 5, 23]",7
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address | date_of_birth,contract_type,"[10, 30, 13, 8, 11, 5, 23, 7]",6
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address | date_of_birth | contract_type,paperless_billing_preference,"[10, 30, 13, 8, 11, 5, 23, 7, 6]",20
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address | date_of_birth | contract_type | paperless_billing_preference,phone_service_selection,"[10, 30, 13, 8, 11, 5, 23, 7, 6, 20]",22
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address | date_of_birth | contract_type | paperless_billing_preference | phone_service_selection,payment_method,"[10, 30, 13, 8, 11, 5, 23, 7, 6, 20, 22]",21
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address | date_of_birth | contract_type | paperless_billing_preference | phone_service_selection | payment_method,service_type,"[10, 30, 13, 8, 11, 5, 23, 7, 6, 20, 22, 21]",27
SESSION-7B606450,full_name | subscriber_type | identification_document | email_address | gender | contact_phone_number | physical_address | date_of_birth | contract_type | paperless_billing_preference | phone_service_selection | payment_method | service_type,subscriber_number,"[10, 30, 13, 8, 11, 5, 23, 7, 6, 20, 22, 21, 27]",29
SESSION-7B8486C6,mobile_phone_number,email_address,[18],8
SESSION-7B8486C6,mobile_phone_number | email_address,home_address,"[18, 8]",12
SESSION-7B8486C6,mobile_phone_number | email_address | home_address,full_name,"[18, 8, 12]",10
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name,date_of_birth,"[18, 8, 12, 10]",7
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth,identification_document_number,"[18, 8, 12, 10, 7]",14
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number,selfie_liveness_check,"[18, 8, 12, 10, 7, 14]",26
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check,face_match_verification,"[18, 8, 12, 10, 7, 14, 26]",9
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification,identification_document_type,"[18, 8, 12, 10, 7, 14, 26, 9]",15
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type,assets,"[18, 8, 12, 10, 7, 14, 26, 9, 15]",0
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | assets,income,"[18, 8, 12, 10, 7, 14, 26, 9, 15, 0]",16
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | assets | income,profession,"[18, 8, 12, 10, 7, 14, 26, 9, 15, 0, 16]",25
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | assets | income | profession,politically_exposed_person_status,"[18, 8, 12, 10, 7, 14, 26, 9, 15, 0, 16, 25]",24
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | assets | income | profession | politically_exposed_person_status,us_person_status,"[18, 8, 12, 10, 7, 14, 26, 9, 15, 0, 16, 25, 24]",32
SESSION-7B8486C6,mobile_phone_number | email_address | home_address | full_name | date_of_birth | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | assets | income | profession | politically_exposed_person_status | us_person_status,terms_and_conditions_acceptance,"[18, 8, 12, 10, 7, 14, 26, 9, 15, 0, 16, 25, 24, 32]",31
SESSION-7B89F640,date_of_birth,full_name,[7],10
SESSION-7B89F640,date_of_birth | full_name,mobile_phone_number,"[7, 10]",18
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number,home_address,"[7, 10, 18]",12
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address,email_address,"[7, 10, 18, 12]",8
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address,face_match_verification,"[7, 10, 18, 12, 8]",9
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification,identification_document_type,"[7, 10, 18, 12, 8, 9]",15
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type,identification_document_number,"[7, 10, 18, 12, 8, 9, 15]",14
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number,selfie_liveness_check,"[7, 10, 18, 12, 8, 9, 15, 14]",26
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check,income,"[7, 10, 18, 12, 8, 9, 15, 14, 26]",16
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income,assets,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16]",0
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets,profession,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0]",25
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession,politically_exposed_person_status,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25]",24
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status,us_person_status,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24]",32
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status | us_person_status,business_relationship_purpose,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24, 32]",3
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status | us_person_status | business_relationship_purpose,business_relationship_nature,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24, 32, 3]",2
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status | us_person_status | business_relationship_purpose | business_relationship_nature,commercial_address,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24, 32, 3, 2]",4
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status | us_person_status | business_relationship_purpose | business_relationship_nature | commercial_address,beneficial_owner_information,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24, 32, 3, 2, 4]",1
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status | us_person_status | business_relationship_purpose | business_relationship_nature | commercial_address | beneficial_owner_information,ownership_and_control_information,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24, 32, 3, 2, 4, 1]",19
SESSION-7B89F640,date_of_birth | full_name | mobile_phone_number | home_address | email_address | face_match_verification | identification_document_type | identification_document_number | selfie_liveness_check | income | assets | profession | politically_exposed_person_status | us_person_status | business_relationship_purpose | business_relationship_nature | commercial_address | beneficial_owner_information | ownership_and_control_information,terms_and_conditions_acceptance,"[7, 10, 18, 12, 8, 9, 15, 14, 26, 16, 0, 25, 24, 32, 3, 2, 4, 1, 19]",31
SESSION-7B8A5F60,full_name,mobile_phone_number,[10],18
SESSION-7B8A5F60,full_name | mobile_phone_number,email_address,"[10, 18]",8
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address,home_address,"[10, 18, 8]",12
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address,date_of_birth,"[10, 18, 8, 12]",7
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth,selfie_liveness_check,"[10, 18, 8, 12, 7]",26
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check,face_match_verification,"[10, 18, 8, 12, 7, 26]",9
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification,identification_document_type,"[10, 18, 8, 12, 7, 26, 9]",15
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_type,identification_document_number,"[10, 18, 8, 12, 7, 26, 9, 15]",14
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_type | identification_document_number,profession,"[10, 18, 8, 12, 7, 26, 9, 15, 14]",25
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_type | identification_document_number | profession,income,"[10, 18, 8, 12, 7, 26, 9, 15, 14, 25]",16
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_type | identification_document_number | profession | income,us_person_status,"[10, 18, 8, 12, 7, 26, 9, 15, 14, 25, 16]",32
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_type | identification_document_number | profession | income | us_person_status,politically_exposed_person_status,"[10, 18, 8, 12, 7, 26, 9, 15, 14, 25, 16, 32]",24
SESSION-7B8A5F60,full_name | mobile_phone_number | email_address | home_address | date_of_birth | selfie_liveness_check | face_match_verification | identification_document_type | identification_document_number | profession | income | us_person_status | politically_exposed_person_status,terms_and_conditions_acceptance,"[10, 18, 8, 12, 7, 26, 9, 15, 14, 25, 16, 32, 24]",31
SESSION-7B940668,gender,date_of_birth,[11],7
SESSION-7B940668,gender | date_of_birth,subscriber_type,"[11, 7]",30
SESSION-7B940668,gender | date_of_birth | subscriber_type,email_address,"[11, 7, 30]",8
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address,full_name,"[11, 7, 30, 8]",10
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name,identification_document,"[11, 7, 30, 8, 10]",13
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document,subscriber_type,"[11, 7, 30, 8, 10, 13]",30
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type,contact_phone_number,"[11, 7, 30, 8, 10, 13, 30]",5
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number,physical_address,"[11, 7, 30, 8, 10, 13, 30, 5]",23
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address,contract_type,"[11, 7, 30, 8, 10, 13, 30, 5, 23]",6
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type,physical_address,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6]",23
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address,internet_service_selection,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23]",17
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection,payment_method,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17]",21
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection | payment_method,contact_phone_number,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17, 21]",5
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection | payment_method | contact_phone_number,service_type,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17, 21, 5]",27
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection | payment_method | contact_phone_number | service_type,paperless_billing_preference,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17, 21, 5, 27]",20
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection | payment_method | contact_phone_number | service_type | paperless_billing_preference,streaming_addons_selection,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17, 21, 5, 27, 20]",28
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection | payment_method | contact_phone_number | service_type | paperless_billing_preference | streaming_addons_selection,subscriber_number,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17, 21, 5, 27, 20, 28]",29
SESSION-7B940668,gender | date_of_birth | subscriber_type | email_address | full_name | identification_document | subscriber_type | contact_phone_number | physical_address | contract_type | physical_address | internet_service_selection | payment_method | contact_phone_number | service_type | paperless_billing_preference | streaming_addons_selection | subscriber_number,contact_phone_number,"[11, 7, 30, 8, 10, 13, 30, 5, 23, 6, 23, 17, 21, 5, 27, 20, 28, 29]",5
SESSION-7C2BC90F,email_address,home_address,[8],12
SESSION-7C2BC90F,email_address | home_address,date_of_birth,"[8, 12]",7
SESSION-7C2BC90F,email_address | home_address | date_of_birth,mobile_phone_number,"[8, 12, 7]",18
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number,full_name,"[8, 12, 7, 18]",10
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name,identification_document_number,"[8, 12, 7, 18, 10]",14
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number,face_match_verification,"[8, 12, 7, 18, 10, 14]",9
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification,identification_document_type,"[8, 12, 7, 18, 10, 14, 9]",15
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type,selfie_liveness_check,"[8, 12, 7, 18, 10, 14, 9, 15]",26
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type | selfie_liveness_check,profession,"[8, 12, 7, 18, 10, 14, 9, 15, 26]",25
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type | selfie_liveness_check | profession,income,"[8, 12, 7, 18, 10, 14, 9, 15, 26, 25]",16
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type | selfie_liveness_check | profession | income,assets,"[8, 12, 7, 18, 10, 14, 9, 15, 26, 25, 16]",0
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type | selfie_liveness_check | profession | income | assets,us_person_status,"[8, 12, 7, 18, 10, 14, 9, 15, 26, 25, 16, 0]",32
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type | selfie_liveness_check | profession | income | assets | us_person_status,politically_exposed_person_status,"[8, 12, 7, 18, 10, 14, 9, 15, 26, 25, 16, 0, 32]",24
SESSION-7C2BC90F,email_address | home_address | date_of_birth | mobile_phone_number | full_name | identification_document_number | face_match_verification | identification_document_type | selfie_liveness_check | profession | income | assets | us_person_status | politically_exposed_person_status,terms_and_conditions_acceptance,"[8, 12, 7, 18, 10, 14, 9, 15, 26, 25, 16, 0, 32, 24]",31
SESSION-7C49B3DE,identification_document,gender,[13],11
SESSION-7C49B3DE,identification_document | gender,email_address,"[13, 11]",8
SESSION-7C49B3DE,identification_document | gender | email_address,full_name,"[13, 11, 8]",10
SESSION-7C49B3DE,identification_document | gender | email_address | full_name,contact_phone_number,"[13, 11, 8, 10]",5
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number,physical_address,"[13, 11, 8, 10, 5]",23
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address,date_of_birth,"[13, 11, 8, 10, 5, 23]",7
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth,subscriber_type,"[13, 11, 8, 10, 5, 23, 7]",30
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type,streaming_addons_selection,"[13, 11, 8, 10, 5, 23, 7, 30]",28
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type | streaming_addons_selection,payment_method,"[13, 11, 8, 10, 5, 23, 7, 30, 28]",21
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type | streaming_addons_selection | payment_method,paperless_billing_preference,"[13, 11, 8, 10, 5, 23, 7, 30, 28, 21]",20
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type | streaming_addons_selection | payment_method | paperless_billing_preference,service_type,"[13, 11, 8, 10, 5, 23, 7, 30, 28, 21, 20]",27
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type | streaming_addons_selection | payment_method | paperless_billing_preference | service_type,internet_service_selection,"[13, 11, 8, 10, 5, 23, 7, 30, 28, 21, 20, 27]",17
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type | streaming_addons_selection | payment_method | paperless_billing_preference | service_type | internet_service_selection,contract_type,"[13, 11, 8, 10, 5, 23, 7, 30, 28, 21, 20, 27, 17]",6
SESSION-7C49B3DE,identification_document | gender | email_address | full_name | contact_phone_number | physical_address | date_of_birth | subscriber_type | streaming_addons_selection | payment_method | paperless_billing_preference | service_type | internet_service_selection | contract_type,subscriber_number,"[13, 11, 8, 10, 5, 23, 7, 30, 28, 21, 20, 27, 17, 6]",29
SESSION-7C8CCF2B,mobile_phone_number,home_address,[18],12
SESSION-7C8CCF2B,mobile_phone_number | home_address,email_address,"[18, 12]",8
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address,full_name,"[18, 12, 8]",10
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name,date_of_birth,"[18, 12, 8, 10]",7
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth,identification_document_type,"[18, 12, 8, 10, 7]",15
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type,selfie_liveness_check,"[18, 12, 8, 10, 7, 15]",26
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check,identification_document_number,"[18, 12, 8, 10, 7, 15, 26]",14
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check | identification_document_number,face_match_verification,"[18, 12, 8, 10, 7, 15, 26, 14]",9
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check | identification_document_number | face_match_verification,income,"[18, 12, 8, 10, 7, 15, 26, 14, 9]",16
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check | identification_document_number | face_match_verification | income,profession,"[18, 12, 8, 10, 7, 15, 26, 14, 9, 16]",25
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check | identification_document_number | face_match_verification | income | profession,politically_exposed_person_status,"[18, 12, 8, 10, 7, 15, 26, 14, 9, 16, 25]",24
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check | identification_document_number | face_match_verification | income | profession | politically_exposed_person_status,us_person_status,"[18, 12, 8, 10, 7, 15, 26, 14, 9, 16, 25, 24]",32
SESSION-7C8CCF2B,mobile_phone_number | home_address | email_address | full_name | date_of_birth | identification_document_type | selfie_liveness_check | identification_document_number | face_match_verification | income | profession | politically_exposed_person_status | us_person_status,terms_and_conditions_acceptance,"[18, 12, 8, 10, 7, 15, 26, 14, 9, 16, 25, 24, 32]",31
SESSION-7D06E994,physical_address,subscriber_type,[23],30
SESSION-7D06E994,physical_address | subscriber_type,gender,"[23, 30]",11
SESSION-7D06E994,physical_address | subscriber_type | gender,identification_document,"[23, 30, 11]",13
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document,full_name,"[23, 30, 11, 13]",10
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name,date_of_birth,"[23, 30, 11, 13, 10]",7
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth,email_address,"[23, 30, 11, 13, 10, 7]",8
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address,contact_phone_number,"[23, 30, 11, 13, 10, 7, 8]",5
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address | contact_phone_number,contract_type,"[23, 30, 11, 13, 10, 7, 8, 5]",6
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address | contact_phone_number | contract_type,service_type,"[23, 30, 11, 13, 10, 7, 8, 5, 6]",27
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address | contact_phone_number | contract_type | service_type,payment_method,"[23, 30, 11, 13, 10, 7, 8, 5, 6, 27]",21
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address | contact_phone_number | contract_type | service_type | payment_method,paperless_billing_preference,"[23, 30, 11, 13, 10, 7, 8, 5, 6, 27, 21]",20
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address | contact_phone_number | contract_type | service_type | payment_method | paperless_billing_preference,phone_service_selection,"[23, 30, 11, 13, 10, 7, 8, 5, 6, 27, 21, 20]",22
SESSION-7D06E994,physical_address | subscriber_type | gender | identification_document | full_name | date_of_birth | email_address | contact_phone_number | contract_type | service_type | payment_method | paperless_billing_preference | phone_service_selection,subscriber_number,"[23, 30, 11, 13, 10, 7, 8, 5, 6, 27, 21, 20, 22]",29
SESSION-7D0F45EB,gender,date_of_birth,[11],7
SESSION-7D0F45EB,gender | date_of_birth,subscriber_type,"[11, 7]",30
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type,email_address,"[11, 7, 30]",8
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address,identification_document,"[11, 7, 30, 8]",13
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document,contact_phone_number,"[11, 7, 30, 8, 13]",5
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number,physical_address,"[11, 7, 30, 8, 13, 5]",23
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address,full_name,"[11, 7, 30, 8, 13, 5, 23]",10
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name,service_type,"[11, 7, 30, 8, 13, 5, 23, 10]",27
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name | service_type,paperless_billing_preference,"[11, 7, 30, 8, 13, 5, 23, 10, 27]",20
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name | service_type | paperless_billing_preference,streaming_addons_selection,"[11, 7, 30, 8, 13, 5, 23, 10, 27, 20]",28
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name | service_type | paperless_billing_preference | streaming_addons_selection,payment_method,"[11, 7, 30, 8, 13, 5, 23, 10, 27, 20, 28]",21
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name | service_type | paperless_billing_preference | streaming_addons_selection | payment_method,internet_service_selection,"[11, 7, 30, 8, 13, 5, 23, 10, 27, 20, 28, 21]",17
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name | service_type | paperless_billing_preference | streaming_addons_selection | payment_method | internet_service_selection,contract_type,"[11, 7, 30, 8, 13, 5, 23, 10, 27, 20, 28, 21, 17]",6
SESSION-7D0F45EB,gender | date_of_birth | subscriber_type | email_address | identification_document | contact_phone_number | physical_address | full_name | service_type | paperless_billing_preference | streaming_addons_selection | payment_method | internet_service_selection | contract_type,subscriber_number,"[11, 7, 30, 8, 13, 5, 23, 10, 27, 20, 28, 21, 17, 6]",29
SESSION-7D5F03AC,email_address,home_address,[8],12
SESSION-7D5F03AC,email_address | home_address,date_of_birth,"[8, 12]",7
SESSION-7D5F03AC,email_address | home_address | date_of_birth,full_name,"[8, 12, 7]",10
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name,mobile_phone_number,"[8, 12, 7, 10]",18
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number,face_match_verification,"[8, 12, 7, 10, 18]",9
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number | face_match_verification,selfie_liveness_check,"[8, 12, 7, 10, 18, 9]",26
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number | face_match_verification | selfie_liveness_check,identification_document_type,"[8, 12, 7, 10, 18, 9, 26]",15
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number | face_match_verification | selfie_liveness_check | identification_document_type,identification_document_number,"[8, 12, 7, 10, 18, 9, 26, 15]",14
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number | face_match_verification | selfie_liveness_check | identification_document_type | identification_document_number,income,"[8, 12, 7, 10, 18, 9, 26, 15, 14]",16
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number | face_match_verification | selfie_liveness_check | identification_document_type | identification_document_number | income,profession,"[8, 12, 7, 10, 18, 9, 26, 15, 14, 16]",25
SESSION-7D5F03AC,email_address | home_address | date_of_birth | full_name | mobile_phone_number | face_match_verification | selfie_liveness_check | identification_document_type | identification_document_number | income | profession,politically_exposed_person_status,"[8, 12, 7, 10, 18, 9, 26, 15, 14, 16, 25]",24
